exp_id,mode,fit_sec,eval_sec,last_loss,valid_hr10,valid_ndcg10,test_hr10,test_ndcg10,users_eval,num_epochs,eval_user_limit,maxlen,hidden_units,num_blocks,num_heads,dropout_rate,lr,batch_size,eval_num_neg
2,fast,3458.5413706302643,576.9034802913666,0.885838408986356,0.93813,0.8974921125030216,0.93924,0.898644910326166,100000.0,3,100000,160,96,4,2,0.15,0.001,512,100
1,fast,3005.4185025691986,478.2786455154419,0.8891450343721257,0.9377,0.8972159030873813,0.93875,0.8983422259697043,100000.0,3,100000,160,96,3,2,0.15,0.001,512,100
