exp_id,mode,fit_sec,eval_sec,last_loss,valid_hr10,valid_ndcg10,test_hr10,test_ndcg10,users_eval,num_epochs,eval_user_limit,maxlen,hidden_units,num_blocks,num_heads,dropout_rate,lr,batch_size,eval_num_neg
1,fast,3093.160044193268,622.8104412555695,0.9040818625397647,0.87244,0.7912568810923261,0.87321,0.7909374408172481,100000.0,3,100000,100,128,2,2,0.2,0.001,512,100
