exp_id,mode,fit_sec,eval_sec,last_loss,valid_hr10,valid_ndcg10,test_hr10,test_ndcg10,users_eval,num_epochs,eval_user_limit,maxlen,hidden_units,num_blocks,num_heads,dropout_rate,lr,batch_size,eval_num_neg
1,fast,2011.186060667038,432.1508717536926,0.9107871970407441,0.87251,0.7921227247268153,0.87416,0.7912763378457188,100000.0,3,100000,100,64,3,4,0.2,0.001,512,100
