exp_id,mode,fit_sec,eval_sec,last_loss,valid_hr10,valid_ndcg10,test_hr10,test_ndcg10,users_eval,num_epochs,eval_user_limit,maxlen,hidden_units,num_blocks,num_heads,dropout_rate,lr,batch_size,eval_num_neg
1,fast,3168.0541439056396,566.878050327301,0.9003392188719871,0.87324,0.7919234221536722,0.87416,0.791387131394018,100000.0,3,100000,100,128,2,2,0.15,0.001,512,100
